Date,Open,High,Low,Close,Volume
2018-03-29,1765,1765,1739,1753,495300
2018-03-28,1734,1753,1726,1753,396300
2018-03-27,1724,1751,1721,1751,258700
2018-03-26,1686,1703,1678,1703,560400
2018-03-23,1716,1723,1694,1698,432700
2018-03-22,1747,1763,1745,1763,217800
2018-03-20,1743,1750,1736,1749,212000
2018-03-19,1765,1770,1750,1755,195300
2018-03-16,1781,1783,1769,1771,103400
2018-03-15,1774,1781,1763,1780,309500
2018-03-14,1774,1781,1773,1779,261900
2018-03-13,1769,1787,1766,1787,140200
2018-03-12,1779,1782,1769,1778,176600
2018-03-09,1764,1777,1742,1748,939800
2018-03-08,1757,1757,1739,1745,234400
2018-03-07,1741,1758,1737,1738,162300
2018-03-06,1755,1764,1750,1753,139500
2018-03-05,1733,1740,1722,1731,187100
2018-03-02,1743,1749,1735,1745,447400
2018-03-01,1791,1791,1771,1774,597300
2018-02-28,1819,1827,1802,1802,266800
2018-02-27,1827,1831,1821,1826,149700
2018-02-26,1812,1816,1804,1811,211100
2018-02-23,1784,1797,1782,1796,161300
2018-02-22,1784,1785,1771,1782,354900
2018-02-21,1799,1809,1789,1797,334100
2018-02-20,1804,1804,1788,1799,174700
2018-02-19,1789,1811,1785,1809,167500
2018-02-16,1764,1782,1760,1774,334900
2018-02-15,1754,1762,1746,1753,431000
2018-02-14,1754,1759,1725,1737,345500
2018-02-13,1789,1789,1748,1751,495200
2018-02-09,1761,1768,1741,1768,1079100
2018-02-08,1795,1808,1787,1801,771900
2018-02-07,1832,1839,1783,1785,796800
2018-02-06,1783,1789,1741,1777,1043200
2018-02-05,1870,1873,1857,1859,948300
2018-02-02,1901,1904,1885,1901,352800
2018-02-01,1887,1908,1885,1907,362800
2018-01-31,1887,1896,1872,1873,1369700
2018-01-30,1916,1916,1890,1893,1128000
2018-01-29,1920,1927,1915,1918,183900
2018-01-26,1928,1930,1916,1916,97800
2018-01-25,1925,1931,1920,1923,98700
2018-01-24,1942,1946,1936,1937,114800
2018-01-23,1938,1949,1936,1949,289700
2018-01-22,1928,1930,1922,1930,100700
2018-01-19,1924,1928,1920,1927,131700
2018-01-18,1947,1947,1913,1915,299900
2018-01-17,1921,1929,1920,1929,108900
2018-01-16,1922,1932,1920,1932,234800
2018-01-15,1929,1929,1920,1920,86700
2018-01-12,1922,1923,1909,1913,371400
2018-01-11,1920,1925,1915,1925,306500
2018-01-10,1927,1931,1926,1928,364900
2018-01-09,1934,1934,1921,1925,250000
2018-01-05,1909,1919,1907,1917,375700
2018-01-04,1882,1900,1880,1899,393200
