Date,Open,High,Low,Close,Volume
2018-05-01,1800,1807,1799,1807,174
2018-04-27,1795,1804,1795,1801,491
2018-04-26,1790,1796,1790,1790,727
2018-04-25,1786,1786,1772,1783,111
2018-04-24,1784,1788,1771,1787,152
2018-04-23,1771,1793,1770,1772,181
2018-04-20,1778,1784,1770,1780,67
2018-04-19,1780,1793,1770,1775,227
2018-04-18,1758,1780,1740,1777,328
2018-04-17,1751,1757,1750,1757,58
2018-04-16,1752,1755,1748,1751,35
2018-04-13,1750,1757,1718,1747,266
2018-04-12,1739,1739,1734,1739,24
2018-04-11,1752,1752,1733,1739,35
2018-04-10,1735,1760,1730,1735,117
2018-04-09,1720,1743,1701,1743,169
2018-04-06,1727,1744,1726,1730,60
2018-04-05,1728,1742,1722,1742,332
2018-04-04,1718,1720,1689,1710,59
2018-04-03,1685,1729,1682,1708,325
2018-04-02,1700,1736,1700,1721,119
2018-03-30,1725,1730,1691,1694,421
2018-03-29,1700,1770,1685,1685,886
2018-03-28,1680,1683,1670,1670,199
2018-03-27,1672,1688,1672,1681,293
2018-03-26,1638,1644,1621,1644,202
2018-03-23,1683,1683,1638,1638,2848
2018-03-22,1705,1716,1704,1716,164
2018-03-20,1698,1705,1690,1698,82
2018-03-19,1723,1723,1704,1704,120
2018-03-16,1734,1736,1720,1720,290
2018-03-15,1730,1740,1717,1733,552
2018-03-14,1735,1745,1728,1728,29
2018-03-13,1729,1747,1728,1747,54
2018-03-12,1734,1749,1728,1728,53
2018-03-09,1722,1734,1694,1694,107
2018-03-08,1718,1720,1700,1700,106
2018-03-07,1714,1725,1694,1695,89
2018-03-06,1712,1759,1710,1725,541
2018-03-05,1687,1700,1680,1697,122
2018-03-02,1708,1708,1684,1690,875
2018-03-01,1750,1750,1728,1745,115
2018-02-28,1770,1788,1766,1766,54
2018-02-27,1775,1790,1770,1771,296
2018-02-26,1763,1770,1746,1766,99
2018-02-23,1724,1750,1724,1740,31
2018-02-22,1743,1743,1713,1720,67
2018-02-21,1750,1762,1700,1707,177
2018-02-20,1751,1755,1720,1720,80
2018-02-19,1759,1762,1731,1762,185
2018-02-16,1712,1745,1680,1745,487
2018-02-15,1700,1720,1680,1694,537
2018-02-14,1693,1719,1663,1675,1447
2018-02-13,1736,1744,1693,1693,602
2018-02-09,1720,1733,1683,1710,2165
2018-02-08,1736,1759,1727,1747,421
2018-02-07,1819,1824,1723,1723,5710
2018-02-06,1770,1779,1682,1711,7187
2018-02-05,1841,1849,1807,1810,974
2018-02-02,1856,1860,1845,1860,298
2018-02-01,1864,1869,1854,1869,68
2018-01-31,1843,1862,1843,1843,54158
2018-01-30,1881,1881,1854,1861,861
2018-01-29,1899,1899,1881,1881,273
2018-01-26,1886,1904,1882,1882,100
2018-01-25,1897,1916,1870,1886,1483
2018-01-24,1906,1910,1905,1905,96
2018-01-23,1900,1919,1890,1905,514
2018-01-22,1899,1899,1891,1897,92
2018-01-19,1899,1899,1893,1893,23
2018-01-18,1913,1915,1892,1892,502
2018-01-17,1909,1909,1893,1894,606
2018-01-16,1890,1910,1889,1909,179
2018-01-15,1888,1897,1880,1890,75
2018-01-12,1890,1890,1880,1881,159
2018-01-11,1890,1891,1880,1885,73
2018-01-10,1893,1908,1891,1891,138
2018-01-09,1897,1913,1892,1893,423
2018-01-05,1869,1893,1863,1891,421
2018-01-04,1825,1869,1825,1856,711
