Date,Open,High,Low,Close,Volume
2018-02-27,22960,23070,22880,22950,34268
2018-02-26,22690,22790,22600,22710,36933
2018-02-23,22320,22430,22270,22410,18773
2018-02-22,22320,22340,22160,22260,35869
2018-02-21,22470,22680,22360,22510,36970
2018-02-20,22590,22610,22370,22470,28112
2018-02-19,22420,22700,22380,22700,26826
2018-02-16,22130,22400,22050,22240,38336
2018-02-15,21920,22100,21830,21980,23403
2018-02-14,21780,21890,21450,21650,75221
2018-02-13,22260,22260,21740,21770,59645
2018-02-09,21640,21920,21620,21910,93487
2018-02-08,22260,22510,22170,22400,40740
2018-02-07,22810,22900,22150,22150,138478
2018-02-06,22260,22390,21600,22130,196190
2018-02-05,23400,23420,23210,23260,81750
2018-02-02,23900,23920,23690,23830,50884
2018-02-01,23860,24070,23800,24050,43194
2018-01-31,23770,23960,23680,23680,41561
2018-01-30,24160,24160,23800,23860,44335
2018-01-29,24310,24380,24150,24190,22008
2018-01-26,24340,24380,24160,24200,24722
2018-01-25,24340,24410,24220,24240,56370
2018-01-24,24600,24660,24500,24540,37482
2018-01-23,24500,24720,24500,24700,45488
2018-01-22,24390,24390,24260,24380,19276
2018-01-19,24430,24450,24320,24390,36247
2018-01-18,24700,24710,24280,24350,61040
2018-01-17,24370,24470,24320,24430,39062
2018-01-16,24300,24530,24280,24520,25262
2018-01-15,24380,24410,24250,24300,25736
2018-01-12,24330,24340,24160,24230,30480
2018-01-11,24400,24480,24330,24440,43913
2018-01-10,24570,24600,24500,24520,18814
2018-01-09,24710,24730,24530,24570,54454
2018-01-05,24380,24480,24250,24460,49158
2018-01-04,23840,24220,23840,24210,59347
