Date,Open,High,Low,Close,Volume
2018-04-09,1812,1824,1809,1820,65050
2018-04-06,1816,1825,1812,1812,428380
2018-04-05,1813,1827,1807,1818,59340
2018-04-04,1801,1804,1792,1799,107210
2018-04-03,1782,1800,1780,1795,74860
2018-04-02,1809,1817,1801,1801,73880
2018-03-30,1811,1815,1801,1808,77140
2018-03-29,1806,1809,1780,1797,99830
2018-03-28,1775,1793,1770,1793,124390
2018-03-27,1763,1792,1762,1792,296750
2018-03-26,1727,1746,1719,1746,194120
2018-03-23,1757,1767,1735,1737,396020
2018-03-22,1787,1805,1787,1805,96730
2018-03-20,1785,1793,1779,1792,262800
2018-03-19,1809,1814,1791,1797,99450
2018-03-16,1824,1825,1812,1816,49460
2018-03-15,1815,1824,1805,1821,232700
2018-03-14,1817,1825,1816,1823,51000
2018-03-13,1813,1829,1810,1829,156180
2018-03-12,1821,1825,1811,1821,262920
2018-03-09,1802,1819,1784,1792,194680
2018-03-08,1797,1797,1781,1787,145750
2018-03-07,1782,1800,1780,1782,118290
2018-03-06,1800,1807,1791,1795,1140910
2018-03-05,1775,1781,1762,1771,325830
2018-03-02,1783,1792,1777,1792,819410
2018-03-01,1835,1835,1812,1818,101010
2018-02-28,1862,1872,1846,1848,82920
2018-02-27,1869,1875,1866,1870,218880
2018-02-26,1855,1859,1848,1855,340630
2018-02-23,1827,1839,1825,1838,356390
2018-02-22,1830,1830,1815,1825,276420
2018-02-21,1845,1853,1831,1840,202440
2018-02-20,1848,1848,1832,1841,46980
2018-02-19,1833,1854,1827,1853,228230
2018-02-16,1807,1825,1804,1814,227880
2018-02-15,1795,1804,1789,1793,320190
2018-02-14,1798,1803,1766,1779,781460
2018-02-13,1829,1829,1789,1792,255860
2018-02-09,1786,1811,1784,1811,275180
2018-02-08,1838,1851,1831,1843,113420
2018-02-07,1876,1884,1825,1825,321280
2018-02-06,1827,1833,1784,1820,1166930
2018-02-05,1915,1918,1902,1905,735330
2018-02-02,1947,1951,1931,1946,195680
2018-02-01,1933,1954,1930,1951,123160
2018-01-31,1933,1942,1918,1918,1288940
2018-01-30,1963,1963,1935,1940,436560
2018-01-29,1966,1973,1961,1964,60330
2018-01-26,1971,1976,1961,1961,255700
2018-01-25,1969,1978,1968,1968,123980
2018-01-24,1989,1993,1982,1984,134830
2018-01-23,1985,1997,1983,1996,101460
2018-01-22,1974,1976,1969,1976,12470
2018-01-19,1971,1975,1967,1974,86960
2018-01-18,1993,1993,1958,1961,326800
2018-01-17,1967,1976,1966,1975,310950
2018-01-16,1967,1979,1965,1978,38890
2018-01-15,1976,1976,1966,1966,157550
2018-01-12,1968,1969,1956,1959,51940
2018-01-11,1966,1971,1961,1971,40800
2018-01-10,1973,1978,1972,1974,171880
2018-01-09,1978,1980,1967,1971,484530
2018-01-05,1955,1964,1954,1963,248240
2018-01-04,1927,1947,1925,1947,492050
