Date,Open,High,Low,Close,Volume
2018-05-22,1876,1876,1869,1873,37750
2018-05-21,1876,1882,1875,1876,53690
2018-05-18,1875,1878,1871,1877,71160
2018-05-17,1869,1874,1868,1870,141610
2018-05-16,1862,1869,1861,1862,103740
2018-05-15,1871,1875,1866,1869,136950
2018-05-14,1858,1869,1856,1867,44060
2018-05-11,1846,1857,1844,1856,47070
2018-05-10,1836,1840,1833,1838,29100
2018-05-09,1839,1840,1829,1832,114480
2018-05-08,1832,1846,1832,1842,26390
2018-05-07,1835,1835,1825,1833,69730
2018-05-02,1839,1839,1829,1832,39170
2018-05-01,1833,1836,1828,1836,71350
2018-04-27,1838,1839,1833,1836,62490
2018-04-26,1833,1835,1828,1833,45280
2018-04-25,1818,1830,1816,1830,61860
2018-04-24,1822,1831,1816,1830,62410
2018-04-23,1815,1817,1807,1808,46970
2018-04-20,1809,1816,1804,1810,46030
2018-04-19,1815,1821,1809,1809,33810
2018-04-18,1794,1812,1792,1808,60680
2018-04-17,1792,1797,1785,1788,26590
2018-04-16,1790,1797,1788,1796,50520
2018-04-13,1786,1794,1784,1787,38440
2018-04-12,1784,1785,1776,1778,51000
2018-04-11,1795,1795,1785,1787,18480
2018-04-10,1781,1801,1776,1789,153810
2018-04-09,1776,1789,1773,1786,82640
2018-04-06,1783,1792,1777,1777,133700
2018-04-05,1777,1791,1771,1782,176040
2018-04-04,1765,1770,1757,1765,77350
2018-04-03,1750,1765,1744,1761,51800
2018-04-02,1775,1782,1765,1765,34120
2018-03-30,1776,1780,1766,1774,95490
2018-03-29,1773,1773,1747,1761,35980
2018-03-28,1741,1758,1735,1758,94270
2018-03-27,1729,1758,1728,1757,138660
2018-03-26,1695,1711,1685,1710,176590
2018-03-23,1723,1732,1702,1707,423860
2018-03-22,1754,1770,1752,1769,75120
2018-03-20,1750,1759,1744,1759,65140
2018-03-19,1771,1779,1756,1764,72890
2018-03-16,1790,1790,1777,1781,21720
2018-03-15,1782,1789,1769,1786,77580
2018-03-14,1782,1789,1780,1788,25780
2018-03-13,1778,1794,1773,1792,36310
2018-03-12,1786,1791,1777,1785,103440
2018-03-09,1767,1783,1749,1759,130010
2018-03-08,1762,1762,1746,1753,28250
2018-03-07,1748,1765,1744,1747,65460
2018-03-06,1765,1771,1757,1760,89480
2018-03-05,1740,1748,1729,1737,98600
2018-03-02,1751,1756,1742,1752,211140
2018-03-01,1799,1799,1778,1783,71320
2018-02-28,1829,1837,1812,1812,48030
2018-02-27,1836,1839,1830,1836,47640
2018-02-26,1819,1824,1812,1819,73280
2018-02-23,1793,1804,1790,1802,67270
2018-02-22,1794,1794,1779,1789,85780
2018-02-21,1809,1817,1795,1804,71600
2018-02-20,1812,1812,1795,1804,73780
2018-02-19,1795,1819,1793,1819,70220
2018-02-16,1774,1790,1767,1778,127740
2018-02-15,1762,1770,1754,1761,87420
2018-02-14,1760,1766,1733,1744,105210
2018-02-13,1796,1796,1755,1757,159970
2018-02-09,1751,1775,1749,1775,144130
2018-02-08,1803,1815,1795,1809,103950
2018-02-07,1839,1848,1790,1790,356600
2018-02-06,1792,1798,1749,1784,390540
2018-02-05,1879,1882,1865,1868,150780
2018-02-02,1909,1913,1892,1908,119940
2018-02-01,1895,1917,1893,1915,68520
2018-01-31,1895,1904,1881,1881,125620
2018-01-30,1924,1925,1898,1902,127620
2018-01-29,1928,1935,1923,1925,71930
2018-01-26,1936,1938,1924,1926,56010
2018-01-25,1933,1939,1927,1930,53870
2018-01-24,1951,1955,1945,1948,61760
2018-01-23,1946,1958,1944,1958,132640
2018-01-22,1936,1938,1930,1938,32750
2018-01-19,1933,1936,1927,1936,56080
2018-01-18,1953,1953,1920,1924,153440
2018-01-17,1929,1937,1927,1937,44870
2018-01-16,1930,1941,1928,1939,130670
2018-01-15,1937,1939,1929,1930,128940
2018-01-12,1930,1931,1917,1922,120720
2018-01-11,1941,1947,1936,1946,160200
2018-01-10,1948,1954,1947,1952,309080
2018-01-09,1956,1956,1941,1948,334800
2018-01-05,1932,1940,1929,1938,383670
2018-01-04,1901,1921,1901,1920,163440
